startId,endId,count
GENE_2920,GENE_3665,1
GENE_2921,GENE_3665,1
GENE_325,GENE_3665,1
GENE_330,GENE_3665,1
GENE_3384,GENE_3665,1
GENE_3428,GENE_3665,1
GENE_3429,GENE_3665,1
GENE_3433,GENE_3665,1
GENE_3434,GENE_3665,1
GENE_3437,GENE_3665,1
GENE_3440_3439,GENE_3665,1
GENE_3553,GENE_3665,1
GENE_3659,GENE_3665,1
GENE_3663,GENE_3665,1
GENE_3669,GENE_3665,1
GENE_3683,GENE_3665,1
GENE_3689,GENE_3665,1
GENE_3716,GENE_3665,1
GENE_3716_3717,GENE_3665,1
GENE_3717,GENE_3665,1
GENE_3821,GENE_3665,1
GENE_3836,GENE_3665,1
GENE_3854,GENE_3665,1
GENE_406938,GENE_3665,1
GENE_4318,GENE_3665,1
GENE_43740573,GENE_3665,1
GENE_4938,GENE_3665,1
GENE_4939,GENE_3665,1
GENE_4940,GENE_3665,1
GENE_5091,GENE_3665,1
GENE_51311,GENE_3665,1
GENE_51348,GENE_3665,1
GENE_54106,GENE_3665,1
GENE_5499,GENE_3665,1
GENE_55024,GENE_3665,1
GENE_55103,GENE_3665,1
GENE_5788,GENE_3665,1
GENE_597,GENE_3665,1
GENE_60468,GENE_3665,1
GENE_6348,GENE_3665,1
GENE_6364,GENE_3665,1
GENE_6372,GENE_3665,1
GENE_6374,GENE_3665,1
GENE_640,GENE_3665,1
GENE_6403,GENE_3665,1
GENE_6776,GENE_3665,1
GENE_684,GENE_3665,1
GENE_7070,GENE_3665,1
GENE_7099,GENE_3665,1
GENE_7127,GENE_3665,1
GENE_7128,GENE_3665,1
GENE_7187,GENE_3665,1
GENE_84329,GENE_3665,1
GENE_8519,GENE_3665,1
GENE_8743,GENE_3665,1
GENE_914,GENE_3665,1
GENE_915,GENE_3665,1
GENE_91543,GENE_3665,1
GENE_916,GENE_3665,1
GENE_917,GENE_3665,1
GENE_919,GENE_3665,1
GENE_920,GENE_3665,1
GENE_9235,GENE_3665,1
GENE_940,GENE_3665,1
GENE_94240,GENE_3665,1
GENE_973,GENE_3665,1
GENE_974,GENE_3665,1
GENE_9830,GENE_3665,1
GENE_3480,GENE_3667,1
GENE_3569,GENE_3667,1
GENE_10666,GENE_3669,1
GENE_115330,GENE_3669,1
GENE_115350,GENE_3669,1
GENE_115352,GENE_3669,1
GENE_1234,GENE_3669,1
GENE_1235,GENE_3669,1
GENE_151888,GENE_3669,1
GENE_196,GENE_3669,1
GENE_2214,GENE_3669,1
GENE_3433,GENE_3669,1
GENE_3434,GENE_3669,1
GENE_3437,GENE_3669,1
GENE_3439,GENE_3669,1
GENE_3552,GENE_3669,1
GENE_3569,GENE_3669,1
GENE_3576,GENE_3669,1
GENE_3577,GENE_3669,1
GENE_3579,GENE_3669,1
GENE_3665,GENE_3669,1
GENE_3683,GENE_3669,1
GENE_3689,GENE_3669,1
GENE_3821,GENE_3669,1
GENE_4600,GENE_3669,1
GENE_51348,GENE_3669,1
GENE_55024,GENE_3669,1
GENE_55103,GENE_3669,1
GENE_57007,GENE_3669,1
GENE_60468,GENE_3669,1
GENE_6347,GENE_3669,1
GENE_640,GENE_3669,1
GENE_6403,GENE_3669,1
GENE_684,GENE_3669,1
GENE_7070,GENE_3669,1
GENE_84329,GENE_3669,1
GENE_8638,GENE_3669,1
GENE_8743,GENE_3669,1
GENE_914,GENE_3669,1
GENE_915,GENE_3669,1
GENE_91543,GENE_3669,1
GENE_916,GENE_3669,1
GENE_917,GENE_3669,1
GENE_919,GENE_3669,1
GENE_930,GENE_3669,1
GENE_9332,GENE_3669,1
GENE_942,GENE_3669,1
GENE_973,GENE_3669,1
GENE_974,GENE_3669,1
GENE_2335,GENE_3672,1
GENE_2701,GENE_3672,1
GENE_3280,GENE_3672,1
GENE_3458,GENE_3672,1
GENE_3490,GENE_3672,1
GENE_1233,GENE_3676,1
GENE_2048,GENE_3676,1
GENE_2069,GENE_3676,1
GENE_3600,GENE_3676,1
GENE_3601,GENE_3676,1
GENE_3680,GENE_3676,1
GENE_3684,GENE_3676,1
GENE_414062,GENE_3676,1
GENE_7046,GENE_3676,1
GENE_7048,GENE_3676,1
GENE_2335,GENE_3679,1
GENE_2701,GENE_3679,1
GENE_3280,GENE_3679,1
GENE_3458,GENE_3679,1
GENE_3490,GENE_3679,1
GENE_1233,GENE_3680,1
GENE_14081,GENE_3680,1
GENE_1947,GENE_3680,1
GENE_1948,GENE_3680,1
GENE_2048,GENE_3680,1
GENE_2069,GENE_3680,1
GENE_27297,GENE_3680,1
GENE_3600,GENE_3680,1
GENE_3676,GENE_3680,1
GENE_3688,GENE_3680,1
GENE_3976,GENE_3680,1
GENE_4043,GENE_3680,1
GENE_414062,GENE_3680,1
GENE_54413,GENE_3680,1
GENE_57555,GENE_3680,1
GENE_7046,GENE_3680,1
GENE_7048,GENE_3680,1
GENE_7939,GENE_3680,1
GENE_81511,GENE_3680,1
GENE_1493,GENE_3682,1
GENE_50943,GENE_3682,1
GENE_920,GENE_3682,1
GENE_115330,GENE_3683,1
GENE_115350,GENE_3683,1
GENE_115352,GENE_3683,1
GENE_151888,GENE_3683,1
GENE_196,GENE_3683,1
GENE_3433,GENE_3683,1
GENE_3434,GENE_3683,1
GENE_3437,GENE_3683,1
GENE_3665,GENE_3683,1
GENE_3669,GENE_3683,1
GENE_3689,GENE_3683,1
GENE_3821,GENE_3683,1
GENE_4599,GENE_3683,1
GENE_4600,GENE_3683,1
GENE_4879,GENE_3683,1
GENE_51348,GENE_3683,1
GENE_55024,GENE_3683,1
GENE_55103,GENE_3683,1
GENE_5788,GENE_3683,1
GENE_60468,GENE_3683,1
GENE_640,GENE_3683,1
GENE_6403,GENE_3683,1
GENE_7070,GENE_3683,1
GENE_7412,GENE_3683,1
GENE_84329,GENE_3683,1
GENE_8743,GENE_3683,1
GENE_914,GENE_3683,1
GENE_915,GENE_3683,1
GENE_91543,GENE_3683,1
GENE_916,GENE_3683,1
GENE_917,GENE_3683,1
GENE_919,GENE_3683,1
GENE_973,GENE_3683,1
GENE_974,GENE_3683,1
GENE_10044,GENE_3684,1
GENE_10045,GENE_3684,1
GENE_1088,GENE_3684,1
GENE_1233,GENE_3684,1
GENE_14081,GENE_3684,1
GENE_140885,GENE_3684,1
GENE_1511,GENE_3684,1
GENE_1947,GENE_3684,1
GENE_1948,GENE_3684,1
GENE_2015,GENE_3684,1
GENE_2048,GENE_3684,1
GENE_2069,GENE_3684,1
GENE_230796,GENE_3684,1
GENE_23601,GENE_3684,1
GENE_2597,GENE_3684,1
GENE_2833,GENE_3684,1
GENE_2896,GENE_3684,1
GENE_2920,GENE_3684,1
GENE_2934,GENE_3684,1
GENE_3239,GENE_3684,1
GENE_3439,GENE_3684,1
GENE_351,GENE_3684,1
GENE_3600,GENE_3684,1
GENE_3606,GENE_3684,1
GENE_3676,GENE_3684,1
GENE_3688,GENE_3684,1
GENE_3718,GENE_3684,1
GENE_3916,GENE_3684,1
GENE_3976,GENE_3684,1
GENE_406991,GENE_3684,1
GENE_4072,GENE_3684,1
GENE_414062,GENE_3684,1
GENE_43740577,GENE_3684,1
GENE_4790,GENE_3684,1
GENE_4879,GENE_3684,1
GENE_54413,GENE_3684,1
GENE_57555,GENE_3684,1
GENE_5818,GENE_3684,1
GENE_58191,GENE_3684,1
GENE_59,GENE_3684,1
GENE_60,GENE_3684,1
GENE_6036,GENE_3684,1
GENE_6037,GENE_3684,1
GENE_6280,GENE_3684,1
GENE_634,GENE_3684,1
GENE_653509,GENE_3684,1
GENE_6770,GENE_3684,1
GENE_7046,GENE_3684,1
GENE_7048,GENE_3684,1
GENE_7098,GENE_3684,1
GENE_7099,GENE_3684,1
GENE_719,GENE_3684,1
GENE_7429,GENE_3684,1
GENE_7431,GENE_3684,1
GENE_80381,GENE_3684,1
GENE_843,GENE_3684,1
GENE_84868,GENE_3684,1
GENE_8993,GENE_3684,1
GENE_9021,GENE_3684,1
GENE_921,GENE_3684,1
GENE_947,GENE_3684,1
GENE_968,GENE_3684,1
GENE_114548,GENE_3687,1
GENE_1636,GENE_3687,1
GENE_16411,GENE_3687,1
GENE_2015,GENE_3687,1
GENE_213,GENE_3687,1
GENE_228607,GENE_3687,1
GENE_2597,GENE_3687,1
GENE_26503,GENE_3687,1
GENE_285,GENE_3687,1
GENE_3239,GENE_3687,1
GENE_330496_338374,GENE_3687,1
GENE_3552,GENE_3687,1
GENE_3565,GENE_3687,1
GENE_3627,GENE_3687,1
GENE_3875,GENE_3687,1
GENE_407034,GENE_3687,1
GENE_4072,GENE_3687,1
GENE_4684,GENE_3687,1
GENE_59,GENE_3687,1
GENE_60,GENE_3687,1
GENE_6280,GENE_3687,1
GENE_7039,GENE_3687,1
GENE_7422,GENE_3687,1
GENE_7429,GENE_3687,1
GENE_7431,GENE_3687,1
GENE_79109,GENE_3687,1
GENE_907,GENE_3687,1
GENE_1233,GENE_3688,1
GENE_16017,GENE_3688,1
GENE_1950,GENE_3688,1
GENE_2048,GENE_3688,1
GENE_2069,GENE_3688,1
GENE_213,GENE_3688,1
GENE_2167,GENE_3688,1
GENE_2246,GENE_3688,1
GENE_26585,GENE_3688,1
GENE_2919,GENE_3688,1
GENE_3553,GENE_3688,1
GENE_3576,GENE_3688,1
GENE_3600,GENE_3688,1
GENE_3601,GENE_3688,1
GENE_3680,GENE_3688,1
GENE_3684,GENE_3688,1
GENE_3717,GENE_3688,1
GENE_3976,GENE_3688,1
GENE_414062,GENE_3688,1
GENE_4312,GENE_3688,1
GENE_597,GENE_3688,1
GENE_632,GENE_3688,1
GENE_7039,GENE_3688,1
GENE_7046,GENE_3688,1
GENE_7048,GENE_3688,1
GENE_7422,GENE_3688,1
GENE_920,GENE_3688,1
GENE_930,GENE_3688,1
GENE_991,GENE_3688,1
GENE_10491,GENE_3689,1
GENE_115330,GENE_3689,1
GENE_115350,GENE_3689,1
GENE_115352,GENE_3689,1
GENE_151888,GENE_3689,1
GENE_196,GENE_3689,1
GENE_2099,GENE_3689,1
GENE_246,GENE_3689,1
GENE_2597,GENE_3689,1
GENE_3320,GENE_3689,1
GENE_3326,GENE_3689,1
GENE_338339,GENE_3689,1
GENE_3433,GENE_3689,1
GENE_3434,GENE_3689,1
GENE_3437,GENE_3689,1
GENE_3458,GENE_3689,1
GENE_3576,GENE_3689,1
GENE_3665,GENE_3689,1
GENE_3669,GENE_3689,1
GENE_3683,GENE_3689,1
GENE_3716,GENE_3689,1
GENE_3821,GENE_3689,1
GENE_4015,GENE_3689,1
GENE_4599,GENE_3689,1
GENE_4600,GENE_3689,1
GENE_51348,GENE_3689,1
GENE_5294,GENE_3689,1
GENE_55024,GENE_3689,1
GENE_55103,GENE_3689,1
GENE_5617,GENE_3689,1
GENE_5742,GENE_3689,1
GENE_5788,GENE_3689,1
GENE_581,GENE_3689,1
GENE_596,GENE_3689,1
GENE_598,GENE_3689,1
GENE_60468,GENE_3689,1
GENE_627,GENE_3689,1
GENE_640,GENE_3689,1
GENE_6403,GENE_3689,1
GENE_6772,GENE_3689,1
GENE_7070,GENE_3689,1
GENE_84329,GENE_3689,1
GENE_8743,GENE_3689,1
GENE_914,GENE_3689,1
GENE_915,GENE_3689,1
GENE_91543,GENE_3689,1
GENE_916,GENE_3689,1
GENE_917,GENE_3689,1
GENE_919,GENE_3689,1
GENE_940,GENE_3689,1
GENE_973,GENE_3689,1
GENE_974,GENE_3689,1
GENE_1380,GENE_3690,1
GENE_347051,GENE_3690,1
GENE_54474,GENE_3690,1
GENE_56925,GENE_3690,1
GENE_8273,GENE_3690,1
GENE_968,GENE_3690,1
GENE_140767,GENE_3700,1
GENE_284424,GENE_3700,1
GENE_43740571,GENE_3700,1
GENE_5122,GENE_3700,1
GENE_6863,GENE_3700,1
GENE_89832,GENE_3700,1
GENE_1956,GENE_3702,1
GENE_213,GENE_3702,1
GENE_26057,GENE_3702,1
GENE_43740568,GENE_3702,1
GENE_10044,GENE_3704,1
GENE_10045,GENE_3704,1
GENE_400668,GENE_3704,1
GENE_43740568,GENE_3704,1
GENE_43740574,GENE_3704,1
GENE_43740577,GENE_3704,1
GENE_55354,GENE_3704,1
GENE_8412,GENE_3704,1
GENE_8673700,GENE_3704,1
GENE_92521,GENE_3704,1
GENE_25325,GENE_3714,1
GENE_292060,GENE_3714,1
GENE_59272,GENE_3714,1
GENE_7113,GENE_3714,1
GENE_947,GENE_3714,1
GENE_103,GENE_3716,1
GENE_1043,GENE_3716,1
GENE_10491,GENE_3716,1
GENE_108767,GENE_3716,1
GENE_16171,GENE_3716,1
GENE_2056,GENE_3716,1
GENE_2099,GENE_3716,1
GENE_2147,GENE_3716,1
GENE_222256,GENE_3716,1
GENE_23586,GENE_3716,1
GENE_246,GENE_3716,1
GENE_2597,GENE_3716,1
GENE_2634,GENE_3716,1
GENE_3066,GENE_3716,1
GENE_3156,GENE_3716,1
GENE_3320,GENE_3716,1
GENE_3326,GENE_3716,1
GENE_3383,GENE_3716,1
GENE_338339,GENE_3716,1
GENE_3554,GENE_3716,1
GENE_3562,GENE_3716,1
GENE_3567,GENE_3716,1
GENE_3578,GENE_3716,1
GENE_3588,GENE_3716,1
GENE_3661,GENE_3716,1
GENE_3661_3665,GENE_3716,1
GENE_3665,GENE_3716,1
GENE_3689,GENE_3716,1
GENE_4015,GENE_3716,1
GENE_4938,GENE_3716,1
GENE_50506,GENE_3716,1
GENE_50616,GENE_3716,1
GENE_51284_51311,GENE_3716,1
GENE_5617,GENE_3716,1
GENE_57314,GENE_3716,1
GENE_5742,GENE_3716,1
GENE_581,GENE_3716,1
GENE_596,GENE_3716,1
GENE_598,GENE_3716,1
GENE_627,GENE_3716,1
GENE_64135,GENE_3716,1
GENE_6772_6773,GENE_3716,1
GENE_6775,GENE_3716,1
GENE_6777,GENE_3716,1
GENE_6778,GENE_3716,1
GENE_7020,GENE_3716,1
GENE_7039,GENE_3716,1
GENE_7066,GENE_3716,1
GENE_7098,GENE_3716,1
GENE_7098_51284_51311,GENE_3716,1
GENE_7295,GENE_3716,1
GENE_83430,GENE_3716,1
GENE_84941,GENE_3716,1
GENE_8899,GENE_3716,1
GENE_9376,GENE_3716,1
GENE_9825,GENE_3716,1
GENE_12912,GENE_3717,1
GENE_1435,GENE_3717,1
GENE_1459,GENE_3717,1
GENE_148022,GENE_3717,1
GENE_17347,GENE_3717,1
GENE_18036,GENE_3717,1
GENE_2056,GENE_3717,1
GENE_207,GENE_3717,1
GENE_2147,GENE_3717,1
GENE_235344,GENE_3717,1
GENE_27,GENE_3717,1
GENE_2919,GENE_3717,1
GENE_3440_3439,GENE_3717,1
GENE_350,GENE_3717,1
GENE_3553,GENE_3717,1
GENE_3554,GENE_3717,1
GENE_3559,GENE_3717,1
GENE_3566,GENE_3717,1
GENE_3567,GENE_3717,1
GENE_3578,GENE_3717,1
GENE_3661,GENE_3717,1
GENE_3665,GENE_3717,1
GENE_3688,GENE_3717,1
GENE_3716_3718,GENE_3717,1
GENE_43740568,GENE_3717,1
GENE_4513,GENE_3717,1
GENE_5294,GENE_3717,1
GENE_5298,GENE_3717,1
GENE_54790,GENE_3717,1
GENE_558,GENE_3717,1
GENE_5781,GENE_3717,1
GENE_6491,GENE_3717,1
GENE_6774_20852,GENE_3717,1
GENE_7020,GENE_3717,1
GENE_7039,GENE_3717,1
GENE_7066,GENE_3717,1
GENE_7133,GENE_3717,1
GENE_811,GENE_3717,1
GENE_84941,GENE_3717,1
GENE_9376,GENE_3717,1
GENE_9825,GENE_3717,1
GENE_108767,GENE_3718,1
GENE_1088,GENE_3718,1
GENE_114548,GENE_3718,1
GENE_12912,GENE_3718,1
GENE_1401,GENE_3718,1
GENE_1435,GENE_3718,1
GENE_148022,GENE_3718,1
GENE_1511,GENE_3718,1
GENE_16171,GENE_3718,1
GENE_18036,GENE_3718,1
GENE_2056,GENE_3718,1
GENE_207,GENE_3718,1
GENE_2185,GENE_3718,1
GENE_2241,GENE_3718,1
GENE_235344,GENE_3718,1
GENE_23601,GENE_3718,1
GENE_2896,GENE_3718,1
GENE_2920,GENE_3718,1
GENE_2934,GENE_3718,1
GENE_3559,GENE_3718,1
GENE_3566,GENE_3718,1
GENE_3567,GENE_3718,1
GENE_3576,GENE_3718,1
GENE_3578,GENE_3718,1
GENE_3684,GENE_3718,1
GENE_3717_3716_3718,GENE_3718,1
GENE_383,GENE_3718,1
GENE_50616,GENE_3718,1
GENE_5133,GENE_3718,1
GENE_55589,GENE_3718,1
GENE_57314,GENE_3718,1
GENE_5818,GENE_3718,1
GENE_59272,GENE_3718,1
GENE_6036,GENE_3718,1
GENE_6037,GENE_3718,1
GENE_634,GENE_3718,1
GENE_7039,GENE_3718,1
GENE_7066,GENE_3718,1
GENE_7099,GENE_3718,1
GENE_7133,GENE_3718,1
GENE_719,GENE_3718,1
GENE_83430,GENE_3718,1
GENE_843,GENE_3718,1
GENE_8993,GENE_3718,1
GENE_920,GENE_3718,1
GENE_16362,GENE_3725,1
GENE_20846,GENE_3725,1
GENE_20847,GENE_3725,1
GENE_3146,GENE_3725,1
GENE_3569,GENE_3725,1
GENE_3576,GENE_3725,1
GENE_3659,GENE_3725,1
GENE_4790,GENE_3725,1
GENE_54131,GENE_3725,1
GENE_107653060,GENE_3726,1
GENE_111343,GENE_3726,1
GENE_114548,GENE_3726,1
GENE_1956,GENE_3726,1
GENE_207,GENE_3726,1
GENE_2099,GENE_3726,1
GENE_2185,GENE_3726,1
GENE_23586,GENE_3726,1
GENE_24494,GENE_3726,1
GENE_28442_102723407_28474_28473_28472,GENE_3726,1
GENE_28444_102723407_28474_28473_28472,GENE_3726,1
GENE_28448_102723407_28474_28473,GENE_3726,1
GENE_28477,GENE_3726,1
GENE_28825,GENE_3726,1
GENE_28914_3519,GENE_3726,1
GENE_3162,GENE_3726,1
GENE_3557,GENE_3726,1
GENE_3586,GENE_3726,1
GENE_3606,GENE_3726,1
GENE_399500,GENE_3726,1
GENE_4313_4318,GENE_3726,1
GENE_4780,GENE_3726,1
GENE_5294,GENE_3726,1
GENE_5468,GENE_3726,1
GENE_5610,GENE_3726,1
GENE_6279,GENE_3726,1
GENE_6772,GENE_3726,1
GENE_6962,GENE_3726,1
GENE_7113,GENE_3726,1
GENE_7157,GENE_3726,1
GENE_759,GENE_3726,1
GENE_8458,GENE_3726,1
GENE_84676,GENE_3726,1
GENE_131177,GENE_3727,1
GENE_2033,GENE_3727,1
GENE_2623,GENE_3727,1
GENE_2624,GENE_3727,1
GENE_284340,GENE_3727,1
GENE_3169,GENE_3727,1
GENE_3576,GENE_3727,1
GENE_7039,GENE_3727,1
GENE_7040,GENE_3727,1
GENE_3569,GENE_3732,1
GENE_4830,GENE_3732,1
GENE_59272,GENE_3732,1
GENE_7124,GENE_3732,1
GENE_114548,GENE_3738,1
GENE_3741,GENE_3738,1
GENE_112476,GENE_3741,1
GENE_3738,GENE_3741,1
GENE_3767,GENE_3741,1
GENE_3778,GENE_3741,1
GENE_3783,GENE_3741,1
GENE_3767,GENE_3745,1
GENE_3778,GENE_3745,1
GENE_3783,GENE_3745,1
GENE_43904,GENE_3745,1
GENE_3757,GENE_3753,1
GENE_3784,GENE_3753,1
GENE_9992,GENE_3753,1
GENE_3569,GENE_3757,1
GENE_3753,GENE_3757,1
GENE_43740575,GENE_3757,1
GENE_6508,GENE_3757,1
GENE_7124,GENE_3757,1
GENE_9992,GENE_3757,1
GENE_3784,GENE_3759,1
GENE_6508,GENE_3759,1
GENE_10060,GENE_3764,1
GENE_1293,GENE_3764,1
GENE_1634,GENE_3764,1
GENE_2064,GENE_3764,1
GENE_4360,GENE_3764,1
GENE_4625,GENE_3764,1
GENE_4629,GENE_3764,1
GENE_59272,GENE_3764,1
GENE_64919,GENE_3764,1
GENE_7273,GENE_3764,1
GENE_7450,GENE_3764,1
GENE_800,GENE_3764,1
GENE_8631,GENE_3764,1
GENE_9332,GENE_3764,1
GENE_3741,GENE_3767,1
GENE_3745,GENE_3767,1
GENE_3778,GENE_3767,1
GENE_3783,GENE_3767,1
GENE_28922,GENE_3776,1
GENE_3741,GENE_3778,1
GENE_3745,GENE_3778,1
GENE_3767,GENE_3778,1
GENE_3783,GENE_3778,1
GENE_3741,GENE_3783,1
GENE_3745,GENE_3783,1
GENE_3767,GENE_3783,1
GENE_3778,GENE_3783,1
GENE_3753,GENE_3784,1
GENE_3759,GENE_3784,1
GENE_6508,GENE_3784,1
GENE_9992,GENE_3784,1
GENE_57526,GENE_3785,1
GENE_6323,GENE_3785,1
GENE_6792,GENE_3785,1
GENE_8831,GENE_3785,1
GENE_10178,GENE_3791,1
GENE_116511,GENE_3791,1
GENE_1440,GENE_3791,1
GENE_2022,GENE_3791,1
GENE_2048,GENE_3791,1
GENE_2056,GENE_3791,1
GENE_2057,GENE_3791,1
GENE_2244,GENE_3791,1
GENE_284_285,GENE_3791,1
GENE_284_285_51378_27329,GENE_3791,1
GENE_30682,GENE_3791,1
GENE_3458,GENE_3791,1
GENE_3552,GENE_3791,1
GENE_3557,GENE_3791,1
GENE_3570,GENE_3791,1
GENE_3576,GENE_3791,1
GENE_3815,GENE_3791,1
GENE_3952,GENE_3791,1
GENE_3956,GENE_3791,1
GENE_5045,GENE_3791,1
GENE_5058,GENE_3791,1
GENE_5228,GENE_3791,1
GENE_55690,GENE_3791,1
GENE_5595_5594,GENE_3791,1
GENE_5604_5605,GENE_3791,1
GENE_5972,GENE_3791,1
GENE_6236,GENE_3791,1
GENE_637,GENE_3791,1
GENE_6401,GENE_3791,1
GENE_6615,GENE_3791,1
GENE_7124,GENE_3791,1
GENE_7137,GENE_3791,1
GENE_7424,GENE_3791,1
GENE_8321,GENE_3791,1
GENE_920,GENE_3791,1
GENE_925,GENE_3791,1
GENE_7373,GENE_3795,1
GENE_213,GENE_3803,1
GENE_2214,GENE_3803,1
GENE_2694,GENE_3803,1
GENE_3439,GENE_3803,1
GENE_3565,GENE_3803,1
GENE_3569,GENE_3803,1
GENE_3576,GENE_3803,1
GENE_3586,GENE_3803,1
GENE_3596,GENE_3803,1
GENE_4684,GENE_3803,1
GENE_3106,GENE_3804,1
GENE_7373,GENE_3805,1
GENE_100038882,GENE_3815,1
GENE_1057,GENE_3815,1
GENE_109880,GENE_3815,1
GENE_114486,GENE_3815,1
GENE_1636,GENE_3815,1
GENE_164045,GENE_3815,1
GENE_1788,GENE_3815,1
GENE_2004,GENE_3815,1
GENE_2074,GENE_3815,1
GENE_2167,GENE_3815,1
GENE_21803,GENE_3815,1
GENE_21926,GENE_3815,1
GENE_24525,GENE_3815,1
GENE_24605,GENE_3815,1
GENE_27159,GENE_3815,1
GENE_284,GENE_3815,1
GENE_284_285,GENE_3815,1
GENE_285,GENE_3815,1
GENE_29108,GENE_3815,1
GENE_3087,GENE_3815,1
GENE_3251,GENE_3815,1
GENE_3394,GENE_3815,1
GENE_3458,GENE_3815,1
GENE_3516,GENE_3815,1
GENE_3552,GENE_3815,1
GENE_3558,GENE_3815,1
GENE_3565,GENE_3815,1
GENE_3586,GENE_3815,1
GENE_3791,GENE_3815,1
GENE_4609,GENE_3815,1
GENE_55354,GENE_3815,1
GENE_5788,GENE_3815,1
GENE_596,GENE_3815,1
GENE_619465,GENE_3815,1
GENE_632,GENE_3815,1
GENE_7316,GENE_3815,1
GENE_7430,GENE_3815,1
GENE_8163,GENE_3815,1
GENE_836,GENE_3815,1
GENE_929,GENE_3815,1
GENE_930,GENE_3815,1
GENE_945,GENE_3815,1
GENE_947,GENE_3815,1
GENE_10159,GENE_3816,1
GENE_1215,GENE_3816,1
GENE_1359,GENE_3816,1
GENE_1585,GENE_3816,1
GENE_185,GENE_3816,1
GENE_186,GENE_3816,1
GENE_25818,GENE_3816,1
GENE_284366,GENE_3816,1
GENE_3817,GENE_3816,1
GENE_43847,GENE_3816,1
GENE_43849,GENE_3816,1
GENE_4846,GENE_3816,1
GENE_5594,GENE_3816,1
GENE_5653,GENE_3816,1
GENE_623,GENE_3816,1
GENE_624,GENE_3816,1
GENE_7113,GENE_3816,1
GENE_9622,GENE_3816,1
GENE_10159,GENE_3817,1
GENE_1215,GENE_3817,1
GENE_1359,GENE_3817,1
GENE_1585,GENE_3817,1
GENE_1636,GENE_3817,1
GENE_185,GENE_3817,1
GENE_186,GENE_3817,1
GENE_2028,GENE_3817,1
GENE_3816,GENE_3817,1
GENE_3827,GENE_3817,1
GENE_4142,GENE_3817,1
GENE_4306,GENE_3817,1
GENE_4846,GENE_3817,1
GENE_5594,GENE_3817,1
GENE_5595,GENE_3817,1
GENE_57486,GENE_3817,1
GENE_59272,GENE_3817,1
GENE_623,GENE_3817,1
GENE_624,GENE_3817,1
GENE_7040,GENE_3817,1
GENE_7064,GENE_3817,1
GENE_7113,GENE_3817,1
GENE_5652,GENE_3818,1
GENE_324,GENE_3820,1
GENE_3458,GENE_3820,1
GENE_3569,GENE_3820,1
GENE_50943,GENE_3820,1
GENE_51561,GENE_3820,1
GENE_574335,GENE_3820,1
GENE_713807,GENE_3820,1
GENE_10578,GENE_3821,1
GENE_10663,GENE_3821,1
GENE_10748,GENE_3821,1
GENE_114548,GENE_3821,1
GENE_115330,GENE_3821,1
GENE_115350,GENE_3821,1
GENE_115352,GENE_3821,1
GENE_1235,GENE_3821,1
GENE_151888,GENE_3821,1
GENE_196,GENE_3821,1
GENE_2147,GENE_3821,1
GENE_2475,GENE_3821,1
GENE_3003,GENE_3821,1
GENE_3383,GENE_3821,1
GENE_3433,GENE_3821,1
GENE_3434,GENE_3821,1
GENE_3437,GENE_3821,1
GENE_3554,GENE_3821,1
GENE_360,GENE_3821,1
GENE_3665,GENE_3821,1
GENE_3669,GENE_3821,1
GENE_3683,GENE_3821,1
GENE_3689,GENE_3821,1
GENE_3821_3824,GENE_3821,1
GENE_4288,GENE_3821,1
GENE_4599,GENE_3821,1
GENE_4600,GENE_3821,1
GENE_4790,GENE_3821,1
GENE_50943,GENE_3821,1
GENE_55024,GENE_3821,1
GENE_55103,GENE_3821,1
GENE_5551,GENE_3821,1
GENE_5788,GENE_3821,1
GENE_60468,GENE_3821,1
GENE_6352,GENE_3821,1
GENE_639,GENE_3821,1
GENE_640,GENE_3821,1
GENE_6403,GENE_3821,1
GENE_6446,GENE_3821,1
GENE_6865,GENE_3821,1
GENE_6869,GENE_3821,1
GENE_7040,GENE_3821,1
GENE_7070,GENE_3821,1
GENE_7157,GENE_3821,1
GENE_7298,GENE_3821,1
GENE_7448,GENE_3821,1
GENE_84329,GENE_3821,1
GENE_8743,GENE_3821,1
GENE_914,GENE_3821,1
GENE_915,GENE_3821,1
GENE_91543,GENE_3821,1
GENE_917,GENE_3821,1
GENE_919,GENE_3821,1
GENE_926,GENE_3821,1
GENE_929,GENE_3821,1
GENE_940,GENE_3821,1
GENE_973,GENE_3821,1
GENE_974,GENE_3821,1
GENE_10578,GENE_3824,1
GENE_10663,GENE_3824,1
GENE_114548,GENE_3824,1
GENE_1235,GENE_3824,1
GENE_1359,GENE_3824,1
GENE_1441,GENE_3824,1
GENE_2204,GENE_3824,1
GENE_2357,GENE_3824,1
GENE_3001,GENE_3824,1
GENE_3002,GENE_3824,1
GENE_3003,GENE_3824,1
GENE_360,GENE_3824,1
GENE_4288,GENE_3824,1
GENE_4790,GENE_3824,1
GENE_4818,GENE_3824,1
GENE_50943,GENE_3824,1
GENE_51348,GENE_3824,1
GENE_5551,GENE_3824,1
GENE_56649,GENE_3824,1
GENE_56925,GENE_3824,1
GENE_6352,GENE_3824,1
GENE_6367,GENE_3824,1
GENE_639,GENE_3824,1
GENE_6865,GENE_3824,1
GENE_6869,GENE_3824,1
GENE_7113,GENE_3824,1
GENE_7298,GENE_3824,1
GENE_84870,GENE_3824,1
GENE_8778,GENE_3824,1
